ids,linkselect,imSource,linkselect-href,AuthorName,rating,reviews,genre,pages,IND,US,AUS,ZFA,UAE,UK,CAN,FRA,ratRank,revRank,popScore,critScore,isSeries,seriesid,sg1,sg2,sg3,sg4
197,TheCanterburyTales(Paperback),334.jpg,https://www.goodreads.com/book/show/2696.The_Canterbury_Tales,"Geoffrey Chaucer, Nevill Coghill (Translator)",3.47,126297,Classics,504,297,493,498,163,174,339,29,111,544,197,0.695,0.665,,,50,368,510,456
5,TheCatcherintheRye(Paperback),335.jpg,https://www.goodreads.com/book/show/5107.The_Catcher_in_the_Rye,J.D. Salinger,3.77,1619868,Classics,277,493,629,125,91,114,368,136,207,436,5,0.991,0.992,,,308,14,266,396
114,TheChroniclesofNarnia(ChroniclesofNarnia#1-7),336.jpg,https://www.goodreads.com/book/show/11127.The_Chronicles_of_Narnia,"C.S. Lewis, Pauline Baynes (Illustrator)",4.22,313196,Childrens,767,166,535,322,230,15,367,126,206,91,114,0.806,0.797,,,462,167,255,241
165,TheClanoftheCaveBear(Earth'sChildren#1),337.jpg,https://www.goodreads.com/book/show/1295.The_Clan_of_the_Cave_Bear,Jean M. Auel,3.98,156321,Fiction,512,97,270,411,57,38,243,132,195,264,165,0.738,0.712,,,219,376,94,397
477,TheClashofCivilizationsandtheRemakingofWorldOrder(Paperback),338.jpg,https://www.goodreads.com/book/show/413179.The_Clash_of_Civilizations_and_the_Remaking_of_World_Order,Samuel P. Huntington,3.61,4792,Politics,368,219,634,428,112,58,298,152,76,514,477,0.158,0.149,,,448,213,4,488
166,TheColorofMagic(Discworld#1;Rincewind#1),339.jpg,https://www.goodreads.com/book/show/34497.The_Color_of_Magic,Terry Pratchett,3.94,155873,Fantasy,224,456,364,180,95,71,171,131,36,305,166,0.735,0.71,,,311,331,456,295
251,TheColorofWater:ABlackMan'sTributetoHisWhiteMother(Paperback),340.jpg,https://www.goodreads.com/book/show/29209.The_Color_of_Water,James McBride (Goodreads Author),4.03,67243,NonFiction,291,216,445,245,57,58,253,81,120,226,251,0.599,0.572,,,442,357,246,280
109,TheColorPurple(Paperback),341.jpg,https://www.goodreads.com/book/show/11486.The_Color_Purple,Alice Walker,4.14,322780,Fiction,295,107,462,349,47,108,349,73,103,142,109,0.816,0.806,,,188,153,177,339
339,TheCompleteCalvinandHobbes(Hardcover),342.jpg,https://www.goodreads.com/book/show/24812.The_Complete_Calvin_and_Hobbes,Bill Watterson,4.81,24773,SequentialArt,1440,101,324,383,142,89,280,91,194,1,339,0.388,0.411,,,125,335,198,411
290,TheCompletePersepolis(Persepolis#1-4),343.jpg,https://www.goodreads.com/book/show/991197.The_Complete_Persepolis,"Marjane Satrapi, Mattias Ripa (Translator Part I), Blake Ferris (Translator Part 2), Anjali Singh (Translator, Parts 3 and 4)",4.31,47996,SequentialArt,341,205,765,585,176,152,339,68,64,46,290,0.476,0.511,,,394,72,159,290
70,TheCountofMonteCristo(Paperback),344.jpg,https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo,"Alexandre Dumas, Robin Buss (Translator)",4.17,475804,Classics,1276,447,248,310,117,69,484,55,41,128,70,0.877,0.87,,,82,434,187,298
52,TheCuriousIncidentoftheDogintheNight-Time(Paperback),345.jpg,https://www.goodreads.com/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time,Mark Haddon,3.82,700820,Fiction,226,122,588,68,118,177,413,104,56,400,52,0.902,0.9,,,47,483,463,525
23,TheDaVinciCode(RobertLangdon#2),346.jpg,https://www.goodreads.com/book/show/968.The_Da_Vinci_Code,Dan Brown (Goodreads Author),3.73,1289843,Fiction,490,397,143,515,172,142,143,89,49,470,23,0.942,0.962,1,2,456,113,16,389
405,TheDayoftheLocust(Paperback),347.jpg,https://www.goodreads.com/book/show/113441.The_Day_of_the_Locust,Nathanael West,3.8,12939,Fiction,208,159,292,333,136,160,355,24,245,409,405,0.272,0.288,,,153,37,221,275
301,TheDeathofIvanIlych(Paperback),348.jpg,https://www.goodreads.com/book/show/18386.The_Death_of_Ivan_Ilych,"Leo Tolstoy, Aylmer Maude (Translator)",3.99,42607,Classics,86,330,676,25,108,40,308,140,344,253,301,0.45,0.497,,,81,291,431,327
485,TheDeathoftheHeart(Paperback),349.jpg,https://www.goodreads.com/book/show/91494.The_Death_of_the_Heart,Elizabeth Bowen,3.7,3760,Fiction,418,486,223,336,112,57,500,207,309,487,485,0.144,0.137,,,180,45,293,255
468,TheDeptfordTrilogy:FifthBusinessTheManticoreandWorldofWonders(Paperback),350.jpg,https://www.goodreads.com/book/show/74403.The_Deptford_Trilogy,Robertson Davies,4.34,5302,Fiction,874,171,696,359,174,50,237,194,53,33,468,0.164,0.166,,,552,238,415,363
125,TheDevilintheWhiteCity:MurderMagicandMadnessattheFairthatChangedAmerica(AudioCassette),351.jpg,https://www.goodreads.com/book/show/21996.The_Devil_in_the_White_City,"Erik Larson (Goodreads Author), Tony Goldwyn (Narrator)",3.97,267266,NonFiction,447,201,542,11,157,173,339,57,248,273,125,0.79,0.78,,,157,210,46,136
11,TheDiaryofaYoungGirl(MassMarketPaperback),352.jpg,https://www.goodreads.com/book/show/48855.The_Diary_of_a_Young_Girl,"Anne Frank, Eleanor Roosevelt (Introduction), B.M. Mooyart-Doubleday (Translator)",4.07,1453920,NonFiction,283,216,181,136,221,152,457,216,69,193,11,0.97,0.977,,,164,227,435,436
466,TheDivide(Paperback),353.jpg,https://www.goodreads.com/book/show/114006.The_Divide,Nicholas Evans,3.7,5425,Fiction,512,221,387,308,59,107,128,57,223,486,466,0.167,0.168,,,28,207,522,202
252,TheDivineComedy(Hardcover),354.jpg,https://www.goodreads.com/book/show/6656.The_Divine_Comedy,"Dante Alighieri, Allen Mandelbaum (Translator), Eugenio Montale (Introduction)",4.04,67207,Classics,798,95,478,337,38,59,232,205,206,211,252,0.598,0.568,,,208,3,493,208
470,TheEarlyHistoryofRome:(TheHistoryofRome#1-5),355.jpg,https://www.goodreads.com/book/show/68542.The_Early_History_of_Rome,"Titus Livy, Aubrey de S�lincourt (Translator), Robert Maxwell Ogilvie, Stephen P. Oakley (Preface)",3.86,5155,Classics,488,125,227,42,161,155,370,171,279,371,470,0.163,0.165,,,25,198,393,469
295,TheElectricKool-AidAcidTest(Paperback),356.jpg,https://www.goodreads.com/book/show/7442.The_Electric_Kool_Aid_Acid_Test,Tom Wolfe,3.9,47313,NonFiction,416,586,346,591,226,30,128,110,165,344,295,0.462,0.509,,,445,19,422,344
286,TheElegantUniverse:SuperstringsHiddenDimensionsandtheQuestfortheUltimateTheory(Paperback),357.jpg,https://www.goodreads.com/book/show/8049273-the-elegant-universe,Brian Greene,4.05,49864,Science,464,417,736,529,196,122,500,192,107,203,286,0.484,0.518,,,140,38,427,35
511,TheElementaryFormsofReligiousLife(Paperback),358.jpg,https://www.goodreads.com/book/show/332155.The_Elementary_Forms_of_Religious_Life,"�mile Durkheim, Mark S. Cladis (Editor), Carol Cosman (Translator)",3.9,1851,Sociology,358,383,740,227,31,84,103,200,73,343,511,0.08,0.092,,,392,431,30,143
385,TheEmperor'sChildren(Hardcover),359.jpg,https://www.goodreads.com/book/show/3648.The_Emperor_s_Children,Claire Messud,2.9,15379,Fiction,431,370,731,111,116,82,337,206,292,556,385,0.305,0.332,,,135,544,17,66
320,TheEmperorofAllMaladies:ABiographyofCancer(Hardcover),360.jpg,https://www.goodreads.com/book/show/7170627-the-emperor-of-all-maladies,Siddhartha Mukherjee,4.25,33180,NonFiction,592,40,378,492,62,138,398,128,163,78,320,0.42,0.453,,,58,272,403,395
404,TheEnchantedWood(TheFarawayTree#1),361.jpg,https://www.goodreads.com/book/show/17491.The_Enchanted_Wood,Enid Blyton,4.21,13012,Childrens,213,174,579,446,217,58,171,132,242,98,404,0.274,0.296,,,90,414,112,282
245,TheEnglishPatient(Hardcover),362.jpg,https://www.goodreads.com/book/show/11713.The_English_Patient,Michael Ondaatje,3.87,74802,History,320,291,319,568,181,162,373,38,240,361,245,0.606,0.595,,,60,280,207,6
417,TheFaerieQueene(Paperback),363.jpg,https://www.goodreads.com/book/show/765427.The_Faerie_Queene,"Edmund Spenser, Thomas P. Roche (Editor), C. Patrick O'Donnell (Editor)",3.53,11049,Poetry,1248,67,415,64,171,176,482,93,161,538,417,0.251,0.262,,,531,363,532,215
425,TheFarawayTreeStories(TheFarawayTree#1-3),364.jpg,https://www.goodreads.com/book/show/17490.The_Faraway_Tree_Stories,Enid Blyton,4.26,10165,Childrens,583,221,634,483,129,120,370,93,354,71,425,0.237,0.249,,,415,430,430,209
534,TheFartherReachesofHumanNature(EsalenBook),365.jpg,https://www.goodreads.com/book/show/60230.The_Farther_Reaches_of_Human_Nature,"Abraham Maslow, Henry Geiger (Introduction), Bretha G. Maslow (Preface )",4.15,388,Psychology,432,416,682,502,62,53,440,72,66,138,534,0.043,0.045,,,500,371,11,166
19,TheFellowshipoftheRing(TheLordoftheRings#1),366.jpg,https://www.goodreads.com/book/show/34.The_Fellowship_of_the_Ring,J.R.R. Tolkien,4.3,1306920,Fantasy,398,499,461,336,42,45,231,80,32,53,19,0.946,0.968,1,5,145,380,358,64
450,TheFirstMenintheMoon(Paperback),367.jpg,https://www.goodreads.com/book/show/536478.The_First_Men_in_the_Moon,"H.G. Wells, Steve McLean, China Mi�ville (Goodreads Author) (Introduction), Patrick Parrinder (Introduction)",3.67,7257,Fiction,213,180,704,347,170,103,498,107,290,495,450,0.198,0.191,,,77,502,355,330
91,TheFivePeopleYouMeetinHeaven(Paperback),368.jpg,https://www.goodreads.com/book/show/3431.The_Five_People_You_Meet_in_Heaven,Mitch Albom (Goodreads Author),3.87,387654,Fiction,196,96,545,560,181,65,195,26,302,360,91,0.839,0.834,,,48,220,45,261
436,TheFolkoftheFarawayTree(TheFarawayTree#3),369.jpg,https://www.goodreads.com/book/show/473623.The_Folk_of_the_Faraway_Tree,Enid Blyton,4.31,8683,Childrens,185,552,536,370,97,105,348,153,38,45,436,0.213,0.221,,,198,527,198,197
390,TheFortressofSolitude(Paperback),370.jpg,https://www.goodreads.com/book/show/9799.The_Fortress_of_Solitude,Jonathan Lethem,3.87,14915,Fiction,511,444,739,4,80,108,397,111,252,359,390,0.298,0.328,,,59,473,84,477
329,TheFrenchLieutenant'sWoman(Paperback),371.jpg,https://www.goodreads.com/book/show/56034.The_French_Lieutenant_s_Woman,John Fowles,3.83,30204,Fiction,470,183,742,105,213,37,190,201,284,393,329,0.41,0.434,,,450,319,385,410
535,TheFrenchRevolution:AHistory(Paperback),372.jpg,https://www.goodreads.com/book/show/318236.The_French_Revolution,"Thomas Carlyle, John D. Rosenberg (Introduction)",3.94,386,NonFiction,848,596,740,465,137,132,120,209,210,304,535,0.041,0.043,,,125,536,51,96
457,TheGingerMan(Paperback),373.jpg,https://www.goodreads.com/book/show/127020.The_Ginger_Man,J.P. Donleavy,3.67,6278,Fiction,352,274,656,92,31,91,471,137,104,494,457,0.181,0.185,,,75,308,523,386
16,TheGirlwiththeDragonTattoo(Millennium#1),374.jpg,https://www.goodreads.com/book/show/2429135.The_Girl_with_the_Dragon_Tattoo,"Stieg Larsson, Reg Keeland (Translator)",4.07,1361078,Suspense,465,257,604,201,240,148,103,57,135,192,16,0.95,0.971,,,201,298,436,10
29,TheGiver(TheGiver#1),375.jpg,https://www.goodreads.com/book/show/3636.The_Giver,Lois Lowry (Goodreads Author),4.11,1069310,YoungAdult,179,575,704,482,106,178,254,188,298,156,29,0.94,0.955,,,398,380,168,462
61,TheGivingTree(Hardcover),376.jpg,https://www.goodreads.com/book/show/370493.The_Giving_Tree,Shel Silverstein,4.38,519630,Childrens,64,526,370,256,50,134,251,118,111,29,61,0.886,0.886,,,121,20,27,236
180,TheGodofSmallThings(Hardcover),377.jpg,https://www.goodreads.com/book/show/9777.The_God_of_Small_Things,Arundhati Roy,3.89,142437,Contemporary,340,71,120,427,94,116,396,107,203,348,180,0.716,0.69,,,110,300,535,486
47,TheGoldenCompass(HisDarkMaterials#1),378.jpg,https://www.goodreads.com/book/show/119322.The_Golden_Compass,Philip Pullman,3.9,753381,YoungAdult,399,311,567,579,54,29,177,149,272,342,47,0.92,0.914,,,532,476,223,395
415,TheGoldenNotebook(Paperback),379.jpg,https://www.goodreads.com/book/show/24100.The_Golden_Notebook,Doris Lessing,3.74,11410,Fiction,640,24,325,251,13,142,175,175,93,460,415,0.252,0.268,,,162,520,197,293
84,TheGrapesofWrath(Hardcover),380.jpg,https://www.goodreads.com/book/show/18114322-the-grapes-of-wrath,John Steinbeck,3.88,407426,Literature,496,145,336,84,79,177,138,193,197,350,84,0.854,0.845,,,501,343,275,362
3,TheGreatGatsby(Paperback),381.jpg,https://www.goodreads.com/book/show/4671.The_Great_Gatsby,F. Scott Fitzgerald,3.85,2011362,Classics,180,280,483,406,30,38,125,148,220,378,3,0.995,0.996,,,95,549,317,425
392,TheGruffalo(Paperback),382.jpg,https://www.goodreads.com/book/show/1013383.The_Gruffalo,"Julia Donaldson, Axel Scheffler (Illustrator)",4.43,14588,Childrens,32,464,586,285,40,167,274,89,160,21,392,0.297,0.327,,,227,252,429,158
86,TheHandmaid'sTale(Paperback),383.jpg,https://www.goodreads.com/book/show/38447.The_Handmaid_s_Tale,Margaret Atwood (Goodreads Author),3.99,403390,Fiction,311,204,755,122,90,152,156,33,229,252,86,0.851,0.841,,,528,262,73,340
379,TheHeartoftheMatter(Hardcover),384.jpg,https://www.goodreads.com/book/show/3692.The_Heart_of_the_Matter,Graham Greene,3.98,16451,Fiction,272,264,243,281,215,87,400,181,162,263,379,0.31,0.345,,,380,297,179,546
25,TheHelp(Hardcover),385.jpg,https://www.goodreads.com/book/show/4667024-the-help,Kathryn Stockett (Goodreads Author),4.44,1185614,Fiction,451,81,552,267,100,61,284,68,337,18,25,0.942,0.956,,,224,196,317,134
348,TheHistories(Paperback),386.jpg,https://www.goodreads.com/book/show/1362.The_Histories,"Herodotus, Aubrey de S�lincourt (Translator), John M. Marincola (Editor, Introduction, Notes)",3.95,23294,History,716,574,430,583,203,132,155,126,341,296,348,0.371,0.393,,,299,72,53,465
229,TheHistoryofLove(Paperback),387.jpg,https://www.goodreads.com/book/show/3867.The_History_of_Love,Nicole Krauss,3.9,84441,Fiction,252,153,697,366,58,102,267,23,107,341,229,0.633,0.618,,,50,378,328,272
366,TheHistoryofTomJonesaFoundling(Paperback),388.jpg,https://www.goodreads.com/book/show/99329.The_History_of_Tom_Jones_a_Foundling,"Henry Fielding, Alice Wakely (Editor)",3.73,20176,Classics,1024,506,379,567,29,38,495,29,229,469,366,0.337,0.365,,,340,20,501,139
46,TheHitchhiker'sGuidetotheGalaxy(Hitchhiker'sGuidetotheGalaxy#1),389.jpg,https://www.goodreads.com/book/show/11.The_Hitchhiker_s_Guide_to_the_Galaxy,Douglas Adams,4.18,793325,Fiction,216,312,650,60,66,91,177,200,263,120,46,0.922,0.918,,,21,284,407,35
491,TheHitchhikersGuidetotheGalaxyLive(AudioCD),390.jpg,https://www.goodreads.com/book/show/8224898-the-hitchhikers-guide-to-the-galaxy-live,Douglas Adams,4.04,3560,Fiction,,242,591,345,41,95,362,61,281,210,491,0.136,0.119,,,505,199,465,49
192,TheHobbit:GraphicNovel(Paperback),391.jpg,https://www.goodreads.com/book/show/659469.The_Hobbit,"Chuck Dixon (Adapter), J.R.R. Tolkien (Adapted from), Sean Deming (Adapter), David Wenzel (Illustrator)",4.48,129511,Fantasy,133,391,382,290,168,89,116,20,277,13,192,0.703,0.671,,,141,267,170,80
4,TheHobbit(Middle-EarthUniverse),392.jpg,https://www.goodreads.com/book/show/5907.The_Hobbit,J.R.R. Tolkien,4.21,1702361,Fantasy,366,341,734,368,88,147,341,58,152,97,4,0.992,0.995,1,5,89,549,281,290
168,TheHorseandHisBoy(ChroniclesofNarnia#5),393.jpg,https://www.goodreads.com/book/show/84119.The_Horse_and_His_Boy,C.S. Lewis,3.87,155171,Fantasy,224,401,499,506,79,89,194,29,160,358,168,0.733,0.709,,,534,103,56,431
267,TheHouseatPoohCorner(Winnie-the-Pooh#2),394.jpg,https://www.goodreads.com/book/show/776407.The_House_at_Pooh_Corner,"A.A. Milne, Ernest H. Shepard (Illustrations)",4.35,59351,Childrens,180,353,484,376,202,166,439,161,257,31,267,0.539,0.548,,,383,98,298,434
279,TheHouseofMirth(Paperback),395.jpg,https://www.goodreads.com/book/show/17728.The_House_of_Mirth,"Edith Wharton, Nina Bawden (Introduction)",3.93,53791,Classics,351,503,631,84,109,128,253,134,315,315,279,0.501,0.531,,,200,382,310,495
1,TheHungerGames(TheHungerGames#1),396.jpg,https://www.goodreads.com/book/show/2767052-the-hunger-games,Suzanne Collins,4.39,3398948,YoungAdult,374,104,745,206,164,118,390,184,55,28,1,0.997,1,1,3,533,132,116,95
460,TheIllustratedABriefHistoryofTime/TheUniverseinaNutshell(Paperback),397.jpg,https://www.goodreads.com/book/show/2141233.The_Illustrated_A_Brief_History_of_Time_The_Universe_in_a_Nutshell,Stephen Hawking,4.26,5837,Science,464,442,392,444,45,85,365,96,145,70,460,0.18,0.181,,,80,244,387,186
130,TheImmortalLifeofHenriettaLacks(Hardcover),398.jpg,https://www.goodreads.com/book/show/6493208-the-immortal-life-of-henrietta-lacks,Rebecca Skloot (Goodreads Author),4.02,257362,NonFiction,370,210,250,245,195,101,395,51,284,233,130,0.784,0.774,,,362,267,85,525
318,TheInterpretationofDreams(Hardcover),399.jpg,https://www.goodreads.com/book/show/93981.The_Interpretation_of_Dreams,Sigmund Freud,3.78,33382,NonFiction,630,292,238,212,135,126,420,62,358,428,318,0.421,0.457,,,214,467,165,13
176,TheirEyesWereWatchingGod(Paperback),400.jpg,https://www.goodreads.com/book/show/37415.Their_Eyes_Were_Watching_God,Zora Neale Hurston,3.83,148605,Classics,256,71,523,557,99,91,493,209,234,391,176,0.719,0.693,,,77,77,473,222
13,TheKiteRunner(Paperback),401.jpg,https://www.goodreads.com/book/show/77203.The_Kite_Runner,Khaled Hosseini (Goodreads Author),4.22,1393167,Fiction,371,269,165,233,217,58,101,214,321,90,13,0.961,0.974,1,1,75,498,388,195
190,TheLastBattle(ChroniclesofNarnia#7),402.jpg,https://www.goodreads.com/book/show/84369.The_Last_Battle,C.S. Lewis,4.01,131222,Fantasy,224,592,706,147,115,131,319,34,83,237,190,0.707,0.672,,,383,142,170,489
364,TheLegendofSleepyHollow(Paperback),403.jpg,https://www.goodreads.com/book/show/93261.The_Legend_of_Sleepy_Hollow,Washington Irving,3.74,20234,Classics,102,497,574,324,157,83,397,83,270,459,364,0.341,0.369,,,239,256,54,322
310,TheLiars'Club(Paperback),404.jpg,https://www.goodreads.com/book/show/14241.The_Liars_Club,Mary Karr,3.9,37393,Autobiography,320,419,773,151,51,48,209,33,171,340,310,0.436,0.47,,,172,426,171,132
412,TheLifeandOpinionsofTristramShandyGentleman(Paperback),405.jpg,https://www.goodreads.com/book/show/76527.The_Life_and_Opinions_of_Tristram_Shandy_Gentleman,Laurence Sterne,3.75,11887,Fiction,588,395,242,389,184,83,308,183,172,453,412,0.262,0.277,,,420,536,479,322
38,TheLightningThief(PercyJacksonandtheOlympians#1),406.jpg,https://www.goodreads.com/book/show/28187.The_Lightning_Thief,Rick Riordan (Goodreads Author),4.19,933932,Fantasy,377,504,320,594,163,161,452,208,172,110,38,0.931,0.926,,,285,51,495,452
30,TheLiontheWitchandtheWardrobe(ChroniclesofNarnia#1),407.jpg,https://www.goodreads.com/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe,C.S. Lewis,4.16,1061185,Fantasy,206,582,143,268,95,48,232,31,279,134,30,0.94,0.952,,,363,163,284,521
64,TheLittlePrince(Paperback),408.jpg,https://www.goodreads.com/book/show/157993.The_Little_Prince,"Antoine de Saint-Exup�ry (Author/Illustrator), Richard Howard (Translator)",4.24,498175,Fiction,98,140,490,121,29,162,214,187,125,81,64,0.882,0.884,,,486,536,539,442
479,TheLonesomeGods(Paperback),409.jpg,https://www.goodreads.com/book/show/1123549.The_Lonesome_Gods,Louis L'Amour,4.11,4469,Western,576,518,312,462,143,41,495,169,114,155,479,0.157,0.148,,,202,469,144,230
423,TheLoomingTower:Al-QaedaandtheRoadto9/11(Hardcover),410.jpg,https://www.goodreads.com/book/show/110890.The_Looming_Tower,Lawrence Wright,4.35,10454,NonFiction,469,497,351,280,65,42,270,39,62,30,423,0.244,0.252,,,311,100,197,430
108,TheLordoftheRings(TheLordoftheRings#1-3),411.jpg,https://www.goodreads.com/book/show/33.The_Lord_of_the_Rings,J.R.R. Tolkien,4.44,324978,Fiction,1216,221,715,219,108,145,420,194,201,17,108,0.818,0.807,1,5,546,517,261,150
542,TheLostValentine(Paperback),412.jpg,https://www.goodreads.com/book/show/9264093-the-lost-valentine,James Michael Pratt,4.11,195,Romance,320,222,235,389,158,136,120,133,206,154,542,0.025,0.025,,,416,58,487,191
22,TheLovelyBones(MassMarket),413.jpg,https://www.goodreads.com/book/show/12232938-the-lovely-bones,Alice Sebold,3.73,1294328,Fiction,328,333,690,390,130,102,152,154,283,468,22,0.944,0.962,,,528,309,282,166
360,TheMagicFarawayTree(TheFarawayTree#2),414.jpg,https://www.goodreads.com/book/show/74998.The_Magic_Faraway_Tree,Enid Blyton,4.28,21243,Childrens,177,583,285,457,112,40,361,143,68,59,360,0.351,0.376,,,99,168,254,273
140,TheMagician'sNephew(ChroniclesofNarnia#6),415.jpg,https://www.goodreads.com/book/show/65605.The_Magician_s_Nephew,C.S. Lewis,3.98,225326,Fantasy,221,17,154,246,20,13,156,213,288,262,140,0.771,0.76,,,3,332,477,321
371,TheMagicMountain(Paperback),416.jpg,https://www.goodreads.com/book/show/88077.The_Magic_Mountain,"Thomas Mann, John E. Woods (Translator)",4.12,18336,Fiction,706,289,683,151,209,145,151,195,170,149,371,0.326,0.355,,,402,245,458,499
461,TheMagnificentAmbersons(TheGrowthTrilogy#2),417.jpg,https://www.goodreads.com/book/show/127028.The_Magnificent_Ambersons,Booth Tarkington,3.73,5820,Fiction,288,434,182,161,178,72,209,208,207,467,461,0.173,0.177,,,458,204,9,222
246,TheManWhoMistookHisWifeforaHatandOtherClinicalTales(Paperback),418.jpg,https://www.goodreads.com/book/show/63697.The_Man_Who_Mistook_His_Wife_for_a_Hat_and_Other_Clinical_Tales,Oliver Sacks (Goodreads Author),4.02,73905,Science,243,408,745,568,64,175,144,131,35,232,246,0.604,0.583,,,540,487,399,408
377,TheManWhoWasThursday(Paperback),419.jpg,https://www.goodreads.com/book/show/184419.The_Man_Who_Was_Thursday,"G.K. Chesterton, Jonathan Lethem (Introduction)",3.86,16978,Classics,198,585,508,595,208,10,371,67,127,370,377,0.313,0.348,,,497,448,103,60
124,TheMetamorphosis(Paperback),420.jpg,https://www.goodreads.com/book/show/485894.The_Metamorphosis,"Franz Kafka, Stanley Corngold (Translator)",3.74,270805,Classics,201,160,275,189,192,153,247,149,333,458,124,0.79,0.785,,,351,312,253,397
167,TheNamesake(Paperback),421.jpg,https://www.goodreads.com/book/show/33917.The_Namesake,Jhumpa Lahiri,3.93,155668,Culture,291,129,792,45,71,12,219,56,181,314,167,0.734,0.709,,,111,124,537,253
39,TheNotebook(TheNotebook#1),422.jpg,https://www.goodreads.com/book/show/15931.The_Notebook,Nicholas Sparks (Goodreads Author),4.04,897001,Fiction,214,254,434,262,195,90,151,214,262,209,39,0.931,0.923,,,343,407,119,388
58,TheOdyssey(Paperback),423.jpg,https://www.goodreads.com/book/show/1381.The_Odyssey,"Homer, Robert Fagles (Translator), Bernard Knox (Introduction)",3.69,591503,Classics,560,212,238,47,161,27,228,53,319,489,58,0.891,0.888,,,286,258,502,27
96,TheOldManandtheSea(Hardcover),424.jpg,https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,Ernest Hemingway,3.65,367236,Classics,132,489,642,423,110,11,311,79,195,504,96,0.834,0.828,,,498,260,316,188
504,TheOldWives'Tale(Paperback),425.jpg,https://www.goodreads.com/book/show/188454.The_Old_Wives_Tale,Arnold Bennett,3.79,2421,Classics,565,261,403,479,26,19,359,59,196,423,504,0.106,0.095,,,183,358,388,128
508,Theological-PoliticalTreatise(Paperback),426.jpg,https://www.goodreads.com/book/show/208657.Theological_Political_Treatise,"Baruch Spinoza, Seymour Feldman (Introduction), Samuel Shirley (Translator)",3.99,2191,Religion,296,301,650,284,49,118,315,200,139,251,508,0.091,0.092,,,167,18,393,548
201,TheOmnivore'sDilemma:ANaturalHistoryofFourMeals(Hardcover),427.jpg,https://www.goodreads.com/book/show/3109.The_Omnivore_s_Dilemma,Michael Pollan (Goodreads Author),4.16,118749,NonFiction,451,51,580,600,47,130,417,186,61,133,201,0.686,0.662,,,269,514,393,206
506,TheOriginalIllustratedSherlockHolmes:37ShortStoriesPlusaCompleteNovel(Paperback),428.jpg,https://www.goodreads.com/book/show/76234.The_Original_Illustrated_Sherlock_Holmes,"Arthur Conan Doyle, Sidney Paget (Illustrator)",4.5,2219,Mystery,636,447,630,257,23,124,461,164,272,10,506,0.097,0.092,,,420,129,540,324
284,TheOriginofSpecies(Hardcover),429.jpg,https://www.goodreads.com/book/show/22463.The_Origin_of_Species,Charles Darwin,3.94,51129,Science,703,104,319,75,59,21,348,62,39,303,284,0.488,0.519,,,534,496,35,246
68,TheOutsiders(MassMarketPaperback),430.jpg,https://www.goodreads.com/book/show/231804.The_Outsiders,S.E. Hinton (Goodreads Author),4.01,485222,YoungAdult,192,101,103,490,170,102,435,153,210,236,68,0.879,0.874,,,278,499,413,100
202,ThePhantomoftheOpera(Paperback),431.jpg,https://www.goodreads.com/book/show/480204.The_Phantom_of_the_Opera,"Gaston Leroux, Alexander Teixeira de Mattos (Translator)",3.97,118403,Classics,360,151,235,285,106,94,197,65,355,272,202,0.685,0.662,,,16,35,385,105
525,ThePhilosophicalDiscourseofModernity:TwelveLectures(Paperback),432.jpg,https://www.goodreads.com/book/show/227162.The_Philosophical_Discourse_of_Modernity,"J�rgen Habermas, Frederick G. Lawrence (Translator)",3.84,669,Philosophy,450,342,114,567,193,129,238,34,107,383,525,0.059,0.065,,,211,73,347,209
547,ThePhilosophyofAristotle(Paperback),433.jpg,https://www.goodreads.com/book/show/437142.The_Philosophy_of_Aristotle,"Aristotle, J.L. Creed (translator), A.E. Wardman (translator)",3.84,107,Philosophy,432,67,511,10,151,97,444,134,205,382,547,0.016,0.02,,,252,480,305,78
509,ThePhilosophyofHistory(Paperback),434.jpg,https://www.goodreads.com/book/show/25241.The_Philosophy_of_History,"Georg Wilhelm Friedrich Hegel, J. Sibree (Translator), C.J. Friedrich (Introduction), Charles Hegel (Preface )",3.78,1947,Philosophy,480,222,582,75,99,138,493,216,182,427,509,0.088,0.092,,,326,175,334,377
73,ThePictureofDorianGray(Paperback),435.jpg,https://www.goodreads.com/book/show/5297.The_Picture_of_Dorian_Gray,"Oscar Wilde, Jeffrey Eugenides (Introduction)",4.02,463988,Classics,254,299,704,497,51,43,486,62,172,231,73,0.872,0.862,,,343,238,149,434
278,ThePilgrim'sProgress(Paperback),436.jpg,https://www.goodreads.com/book/show/29797.The_Pilgrim_s_Progress,John Bunyan,3.93,53866,Classics,324,270,452,386,67,93,412,92,173,313,278,0.506,0.532,,,212,331,38,313
95,ThePillarsoftheEarth(ThePillarsoftheEarth#1),437.jpg,https://www.goodreads.com/book/show/5043.The_Pillars_of_the_Earth,Ken Follett (Goodreads Author),4.26,367578,History,973,232,549,450,48,151,464,218,259,69,95,0.836,0.83,,,107,545,500,535
293,ThePortraitofaLady(Paperback),438.jpg,https://www.goodreads.com/book/show/264.The_Portrait_of_a_Lady,"Henry James, Patricia Crick (Annotations)",3.75,47624,Classics,656,147,470,414,236,130,359,106,170,452,293,0.47,0.509,,,424,523,111,428
